CompanyName,Category,Country,Description,Website,LogoURL
Intersip International,startup,,"InterSIP International is a tech-driven company empowering African communities through mobile-based solutions for data collection, voice messaging, training, and financial transfers bridging the digital gap for underserved populations without internet acc",https://intersip.io,
INTERTIO,startup,,"Intertio is the first AI-powered video platform connecting pharma innovation to 32,000+ doctors.
 With our clinical nutrition module co-developed with AP-HP, we boost early care decisions and fight underdiagnosed malnutrition at scale",www.intertio.fr,
Intrepid Travel,startup,,"Intrepid Travel has been a world leader in responsible travel for 35 years.  Our mission is to create positive change through the joy of travel, which comes to life on our more than 900 trips, all designed to truly experience local culture.",https://www.intrepidtravel.com/en,
Intuive,startup,,"Intuive builds Circula - the AI platform that unlocks a new standard for B2B interiors by centralizing product data, 3D assets, and ESG credentials - cutting time to market, lowering procurement costs, and enabling scalable, compliant design workflows.",https://www.intuive.io,
INUI STUDIO,startup,,"We are creative technologists. We craft highly intuitive software solutions and products. With SkaLink, our live video-assistance solution, we enable Customer Services to deliver premium smooth, human-first and effective support.",https://www.skalink.com,
INUK,startup,France,"Inuk helps companies fund local climate projects in France, transforming carbon footprints into measurable and positive territorial impact.",https://inuk.co,
Inument Solutions Pte. Ltd.,startup,,"Inument provides result-driven tech staff augmentation and customized software development services for startups, organizations, and enterprises.",https://inument.com/,
Invest Alberta,partner,,"Invest Alberta Corporation (IAC) attracts investment to Alberta, a prime destination for sectors like energy, technology, agribusiness, and clean tech. With a skilled workforce and strong infrastructure, Alberta offers a competitive business environment.

IAC provides tailored support, including market intelligence and advisory services, helping investors navigate Alberta’s opportunities. By collaborating with industry leaders and governments, IAC drives innovation and economic diversification.

Whether expanding or entering new markets, Invest Alberta is your partner for success in Alberta’s dynamic economy.",https://investalberta.ca/,
Invest in Lodz (Central Poland) ,partner,,"Once an industrial textile hub, Lodz is now a thriving centre of technology, innovation, and entrepreneurship. With 20 universities, over 200 IT firms, and a dynamic community of innovative startups and entrepreneurs, the city fosters a vibrant tech ecosystem. Lodz offers a unique combination of skilled talent, modern infrastructure, and strong institutional support-making it an ideal location for tech-driven businesses.

Invest in Lodz, the city’s economic development office, supports business growth through investment advisory services, international promotion, and initiatives such as “Young in Lodz” and “Startups powered by Invest in Lodz.” Invest in Lodz bridges academia and business and co-organises events that connect the local business community and showcase the city's potential to new investors.

Visit our stand to discover more about what Lodz has to offer!",https://www.invest.lodz.pl,
InvoiceQ,startup,,"InvoiceQ, a MENA-based fintech pioneer, established in 2020, providing intelligent and compliant e-invoicing solutions that support businesses across Jordan, Saudi Arabia, and Egypt in navigating evolving tax regulations, and revenue collections with ease.",https://jo.invoiceq.com/en,
INWINK,partner,,"Supplier of Vivatech Mobile App !

If you want more information and to meet during Vivatech, you can contact Florent Santin - co-CEO - through the networking module!

A complete events platform for all types of events
A fully customisable event application in NoCode
A year-round community platform",https://www.inwink.com,
IOLOKIS,startup,France,"The all-in-one AI agent that lets clinicians read, write, and navigate patient data instantly using just their voice.
No clicks, Just Talk.",https://iolokis.com/,
ION Membranes,startup,,"Membranes are microchips of the energy transition, essential components for various cleantech processes. Developers need PFAS-free, customized, and affordable membranes to drive innovation. We address this market need with our novel nanofiber solution.
",https://ionmembranes.com/,
Ionnyk,partner,,"IONNYK is the first cable-free connected art frame based on electronic paper technology. Unique in the world, it offers an exclusive and innovative artistic experience. IONNYK members benefit from a constantly evolving connected art gallery. A true ‘Spotify’ for art, the IONNYK frame is linked to a mobile app that enables users to choose the artwork they want to display, depending on the season, their decor, their guests/customers or simply their mood. Create playlists, programme collections... The possibilities are endless and can transform the atmosphere of a room in an instant. Initially dedicated exclusively to photographic art, our Studio now offers digital heritage enhancement for a handful of select firms.",https://www.ionnyk.com,
IOT Factory,startup,,"Buildings must get smarter to meet carbon neutrality goals, integrate self-produced energy, improve air quality, and optimize water use. Our AI- and IoT-powered solution enables smarter commercial & residential building, for occupants & facility manager.",https://iotfactory.eu,
IoTOak,startup,,"We help companies embrace digital transformation with smart IoT and AI solutions. From real-time monitoring to automation and data analytics, IoTOak brings innovation to your business. Visit us to see how we turn data into action!",https://www.iotoak.com,
IOZ Biotech,startup,,"IOZ Biotech, a deeptech startup from São Paulo, develops first-in-class advanced therapies for orphan brain diseases using a proprietary viral platform—focused on innovation and access.  Visit booth R14-010, hall 2 or learn more at www.ioz.bio.",www.ioz.bio,
IPIN LABS,startup,,"IPIN LABS helps companies with large indoor facilities to improve on-site productivity and safety by tracking the indoor location of assets and personnel. Through AI, we cut the time for deployment by 99%, and cost for deployment by over 75%.",https://www.ipinlabs.com,
iPreg Inc.,startup,,"iPreg Inc., established in 2018, is a biomedical device manufacturer specializing in reproductive medicine. Utilizing the physiological characteristics of sperm, we have developed an advanced sperm sorting device designed to improve sperm quality, support",https://www.ipreginc.com/,
IQM ,startup,,"IQM is a global leader in superconducting quantum computers, offering on-premises systems and cloud access. Customers include top HPC centers, research labs, and enterprises. IQM has over 280 employees across Espoo, Madrid, Munich, Paris, Palo Alto, Singapore.",https://www.meetiqm.com,
Ircam Amplify,startup,France,"Chez Ircam amplify nous mettons les savoir-faire scientifiques et artistiques de l’IRCAM au service des marques qui veulent créer des expériences inoubliables. Avec une approche unique qui mêle tech, psychoacoustique et design. ",https://soundexperience.ircamamplify.com,
IREEL,startup,,"At iReel, we have built the generative AI layer across the sports industry. We create human-centric Gen AI assistants that turn complex data into the natural language of sport elevating performance, enhancing fan engagement, & unlocking value in wagering.",https://www.ireel.ai,
IRIDESENSE,startup,France,"IRIDESENSE provides the world's first smart Multispectral Perception solution, which
allows 3D spectral analysis in the SWIR band, at long distance and without calibration in changing light environment. For Mining, Construction, Airports, Biomass ..
",https://www.iridesense.tech/,
Iris Lab,startup,,"Iris Lab provides continuous power supply for robots and drones, using lasers and photovoltaic cells. ",https://www.irislab.io,
IROC,startup,France,"At IROC, using AI and Life sciences, we improve Healthcare by providing a generative full body (multi-level) digital twin based on axis and context training. We are starting to create collaborations with labs and patient organizations.",https://www.iroc.app,
ISSROAD,startup,,"ISSROAD est un MSP marocain spécialisé dans l’IT et la cybersécurité pour les TPME. Nous accompagnons nos clients à établir un socle de sécurité sain (support, sécurité, gouvernance, RGPD/NIS2), sans jargon ni coûts cachés.",https://issroad.com,
iStaging Corp.,startup,,"Unlock the potential of immersive digital experiences with iStaging. Elevate customer engagement, guide potential buyers and foster seamless B2B collaborations that transcend physical limitations, thanks to the iStaging's AI-driven XR Experience Portal.",https://www.istaging.com/,
ISTYA,startup,France,"Istya develops AI-powered sensors and software to optimize indoor air quality and energy use in buildings. Our predictive and generative AI automates HVAC control and ESG reporting, delivering healthier spaces and up to 40% energy savings.",https://istya.co/,
IT Park Uzbekistan,partner,,"IT Park Uzbekistan is a government-backed tech hub driving IT sector growth. We provide 0% corporate tax, modern infrastructure, and tailored support for IT companies, startups, and BPO centers. Our ecosystem includes venture investmants, pool of talents, and access to regional markets of 80M+ consumers. 

Our success is evident—2,800+ companies, including 650+ exporters and 690+ foreign-owned enterprises, have already joined, reinforcing Uzbekistan’s reputation as a rising global IT hub. With a strategic location, a young multilingual workforce, and strong infrastructure, Uzbekistan is rapidly becoming a key destination for IT outsourcing and innovation.",https://outsource.gov.uz/en,
ITA - Invest in Italy,partner,,"Invest in Italy is the National Unit for Investment Attraction, serving as Italy’s official one-stop shop for facilitating and accelerating foreign investments. From strategic planning to full implementation, we offer a comprehensive suite of free-of-charge services designed to support companies at every stage of their investment journey.
Our dedicated team of experts ensures tailored assistance for each investment project, offering strategic insights, regulatory guidance, and hands-on support.
Operating under the coordination of the Ministry of Enterprises and Made in Italy as well as the Ministry of Foreign Affairs and International Cooperation, Invest in Italy is joint initiative by ITA – Italian Trade Agency and Invitalia – the National Agency for Inward Investment and Economic Development.",www.investinitaly.gov.it/en,
ITA - Italian Trade Agency,partner,,"The Italian Trade Agency (ITA) is the government body promoting trade, business opportunities, and industrial cooperation between Italian and foreign companies. It enhances the “Made in Italy” brand and supports foreign investment through information, assistance, promotion, and training. Headquartered in Rome and Milan, ITA operates globally through 87 offices in 74 countries. 

In France, alongside VIVATECH, ITA supports Italian companies in other innovative initiatives like the Global Start Up Program - an international development program for Italian startups - WAICF (World AI Cannes Festival), and SMAU RestartsUp, a key platform for connecting stakholders in the Italian innovation ecosystem. Finally ITA also works to bring the world to Italy, encouraging foreign participation in Italian projects as the Italian Tech Week and Smau Milan. ",https://www.ice.it/en,
Itana,startup,,"Itana is a special economic zone for digital and service-oriented businesses. It provides a gateway for companies to set up, operate, and scale with ease across Africa, unlocking the continent's digital economy.",https://www.itana.africa,
ITclan BD,startup,,"ITclan BD is a leading Bangladeshi software company with 9+ years of global experience. We offer SaaS, AI, web and mobile app development and SEO - delivering 1,500+ projects across 72 countries with a focus on innovation, scalability and impact.",https://itclanbd.com,
ITER Organization,partner,,"The goal of ITER is to achieve fusion power production at power plant scale, breaking new ground in fusion science and demonstrating fusion reactor technology.",www.iter.org,
ITESOFT,startup,,"Leader in software for digitizing and automating business processes, ITESOFT offers SaaS solutions for the dematerialization of financial processes, customer relations, intelligent document processing, and fraud risk control.",https://www.itesoft.com,
iTrois Tecnologia e Inovação,startup,,"We’re not just building tech — we’re reimagining experiences. From Brazil to the world, iTrois empowers people through innovation. Meet Sommie, the AI sommelier revolutionizing how we connect with wine, culture, and discovery.",https://www.itrois.tech,
iū Hub EZON,startup,,"Iū Hub EZON merges innovation, ancestry, and inclusion through blockchain technology. Through EtxToken, we drive regenerative and socio-environmental projects, connecting underrepresented communities to the future of Web3 and the crypto economy.",www.iuhubezon.com,
iVerse,startup,,"IVERSE is the future-of-work AI recruiting platform, built for the AI era.
Delivering unmatched speed and quality in connecting top talent with top opportunities.",I-VERSE.ONLINE,
Ivyspec,startup,,"We design an innovative eversion-based continuous soft robot, dedicated to visit and work within hyper confined areas such as tanks, pipes, undergrounds...",https://www.ivyspec.com,
IZIWUP,startup,,"Empowering all generations with fun, interactive tools for smarter money habits—from childhood to adulthood. Learn, budget, and grow with IZIWUP.	",https://www.iziwup.com/,
Izypaper,startup,France,"Izypaper est le premier agent simplifiant l'obtention d'autorisation de travail, titre de séjour, et visas pour un séjour professionnel en France. 
Notre plateforme, assure conformité, simplicité et rapidité pour les entreprises et talents internationaux.",https://www.izypaper.fr/,
Jabu,startup,,"Jabu innovates collective catering by leveraging AI to predict guests attendance and consumption, helping reduce food waste and costs. With accuracy reaching up to 95%, Jabu helps restaurants to anticipate demand and optimize meal preparation.",https://www.jabu-app.fr,
Jamf x Netopie,partner,,"Secure, manage and optimize your IT fleet with Jamf and Netopie

Netopie is the Apple-focused managed services offering designed for modern businesses. In partnership with Jamf, the global leader in Apple device management, Netopie delivers a seamless, secure, and zero-touch experience — from setup to daily use.
With fully pre-configured and remotely managed devices, companies gain peace of mind, while users enjoy ready-to-go Apple devices the moment they’re turned on.
Netopie and Jamf bring a new standard of simplicity, security, and user experience to Apple in the enterprise.

Discover the products:
Jamf for Mac → Advanced management for professional Mac fleets: zero-touch deployment, real-time updates, device security & seamless integration.
Jamf for Mobile → Full lifecycle management of iPhones and iPads: configuration, security policies, remote support & identity integration.",https://www.jamf.com/,
Jammin Edition,startup,France,"MP3 to stems and to scores, everything a musician ever wanted.",https://jamminplayer.com,
Jangat AI,startup,,"Jàngat is a Senegalese startup specializing in generative AI technologies. The company leverages the power of artificial intelligence to provide innovative solutions for professionals, businesses, and public administrations.",https://www.assistant.jangat-ai.com,
JAPAN VILLAGE,partner,Japan,"Japan Village with 4 local governments:
Tokyo Metropolitan Government, Aichi Prefecture, City of Kyoto and City of Sendai, these 4 local governments will show their startups presenting solutions for tomorrow and 
Japan's leading corporations known for their commitment to open innovation.
About the Japan Startup Ecosystem:
Japan's startup ecosystem is now in a phase of rapid development. After the government’s proclamation of the “Startup Development Five-year Plan,” Japan is pursuing the goal of becoming the largest startup hub in Asia, where startups from around the world can solve social problem by utilizing the deep tech in collaboration with corporates. There is a growing trend among large corporates and CVCs to seek collaboration and investment opportunities with startups. Our pavilion will show these dynamic developments within Japanese ecosystem. ",https://www.ccifj.or.jp/en.html,
JAPAN VILLAGE - (JETRO),partner,Japan,"JETRO, or the Japan External Trade Organization, is a government-related organization that works to promote mutual trade and investment between Japan and the rest of the world. Originally established in 1958 to promote Japanese exports abroad, JETRO's core focus in the 21st century has shifted toward promoting foreign direct investment into Japan and helping small to medium size Japanese firms maximize their global export potential.",https://www.jetro.go.jp/en/,
JAPET MEDICAL,startup,,"Japet Medical designs and manufactures medical exoskeletons dedicated to relieving back pain and preventing musculoskeletal disorders at work. Its flagship product, the Japet.W+, is a clinically validated, CE-marked powered exoskeleton enhancing employee ",https://www.japet.eu/,
Javelot,startup,,"Founded in 2018, Javelot digitizes post-harvest processes to build a more sustainable post-harvest. Its solutions optimize storage, collect, and sales. With 90 team members and a growing European presence, Javelot supports the agroecological transition.",https://www.javelot-agriculture.com/,
JCDECAUX,partner,,"The global industry leader in outdoor advertising.
JCDecaux operates in 80+ countries, focused exclusively on outdoor advertising. 
For more than 60 years, our entrepreneurial spirit has been driven by one purpose: making cities, airports, transport systems and shopping centers ever more attractive while meeting major challenges for the 21st century: urbanisation, digital, climate change.",https://www.jcdecaux.com/,
JE-IMT,startup,,"The IMT Junior-Enterprises group brings together seven Junior-Enterprises from the leading group of engineering and management schools in France, the Institut Mines Télécom. ",https://www.linkedin.com/company/junior-entreprises-de-l-imt,
Jecliqueoupas,startup,,Malware analysis service for governmental personnel.,https://jecliqueoupas.cyber.gouv.fr,
Jetconf,startup,,We help customer-facing teams evaluate and train soft skills with voice AI agents.  Jetconf creates AI characters based on ICP to enable employees to practice sales and customer service through real-time conversations. Try now https://bit.ly/43Ca5cc,https://www.jetconf.com/,
Jeune Afrique,partner,,"Published by JEUNE AFRIQUE MEDIA GROUP, the leading pan-African media group for 60 years and organizer of the AFRICA FINANCIAL SUMMIT, JEUNE AFRIQUE is a pan-African multimedia information platform with an unrivalled impact: the most widely read magazine, the 1st pan-African digital audience and a key presence on social networks. 

JEUNE AFRIQUE enables everyone to get to know and understand Africa by offering continuous news coverage on its digital platforms and monthly outlooks through the magazine.

JEUNE AFRIQUE is the most recognized and influential pan-African brand, particularly in North Africa and the sub-Saharan countries of West and Central Africa.

A veritable institution on the continent, JEUNE AFRIQUE is the voice of African debate, giving a voice to African and international leaders on development issues.
",https://www.jeuneafrique.com/,
Jiccee,startup,France,"JICCEE is the secure AI solution insurance industry and claim processing. We clarify the process of analysis and resolution with satellite, AI and our unique knowledge base. ",www.jiccee.com,
Jobissim,startup,,"Jobissim révolutionne le recrutement avec la JobiBox, une cabine vidéo qui permet à chacun de créer un CV vidéo pro en autonomie. Soft skills, personnalité et motivation sont enfin visibles par les recruteurs.",https://jobibox.fr,
JOBTASTE,startup,,"JobTaste is an immersive recruitment solution for high-turnover roles. Candidates experience the job through REALISTIC VIDEO GAMES with conversational AI. It allows recruiters to assess motivation, behavior, cultural fit, and reduce early-stage turnover.",https://jobtaste.fr/pro,
Jooxter,startup,,"AI powered workplace intelligence platform to boost collaboration, optimize space, cut costs and drive real estate sustainability.

Trusted by 180+ major corporations across 40 countries.",jooxter.com,
joulzen,startup,,"Joulzen transforms old oil tanks into intelligent thermal batteries. We capture surplus renewable energy as heat when it's cheapest, reducing heating costs by 94% while increasing energy independence to 87%. Don't worry, heat happy!",https://www.joulzen.at,
Juisci,startup,,"Juisci - Your Juice of Science - uses AI to transform medical research into smart content for healthcare professionals. Our platform powers education and engagement for leaders like Sanofi and L'Oréal, making science more personalized and impactful.",https://www.juisci.com/,
Juliia by Spiriit,startup,,"Juliia is the next generation of search and recommandation engine for B2B and B2C eCommerce sites. Because its design is ""AI first"", Juliia is not just another AI conversational agent: it understands an intent and turns it into a conversion.",https://www.juliia.ai,
Jumbo Mana,startup,,"Jumbo Mana is a French deeptech startup specialized in generative AI. Our multilingual avatars provide real-time assistance via kiosks and mobile devices, offering travel info, itineraries, schedules, and interactive answers to engage visitors.",https://jumbomana.com/,
JUMBO MANA,startup,,"Jumbo Mana is a deep tech startup specialized in generative AI. We create intelligent interactive avatars that help businesses engage visitors, answer questions in real time, and empower teams with deeper understanding and actionable insights.",https://jumbomana.com,
Juridia,startup,,"Juridia is a LegalTech platform powered by AI, offering smart legal search, compliant contract generation, and personalized regulatory watch for individuals, legal professionals, and businesses.",https://juridia.ma,
JURIMESH,startup,,"Jurimesh helps legal M&A teams handle due diligence faster and with fewer errors. Our AI structures messy VDRs, detects red flags, and enables teams to build reports collaboratively and efficiently.",https://jurimesh.com,
JX Advanced Metals Corporation,partner,,"JX Advanced Metals Group is a leading global supplier of advanced materials indispensable to the semiconductor, information and communication technology fields.
Our materials find use cases in cutting-edge electronic devices such as  AI datacenter, smartphone, medical instruments, and electric vehicles.
We contribute to the development of a sustainable economy and society through innovation in materials.",https://www.jx-nmm.com/english/,
K-Startup,partner,,"K-Startup represents Korea's innovative ventures, startups, and its ecosystem. Similar to France's ""La French Tech"", it aims to foster innovative companies and expand the global network. K-Startup has consistently showcased Korea's technological innovations on international stages.

At the heart of this pavilion, the Korea Institute of Startup & Entrepreneurship Development (KISED) plays the lead coordinating role. Operating under the Ministry of SMEs and Startups of the Republic of Korea, KISED is dedicated to fostering early-stage startups and scaleups.

KISED not only supports the global expansion of outstanding Korean startups, but also actively runs inbound programs to assist foreign startups in entering the Korean market.

Come and explore Korea’s next-generation tech innovators — and discover new global opportunities.

",https://www.kised.or.kr/_eng/,
KABOB CLOUD,startup,,"Founded in 2016, KABOB provides AI-driven SaaS solutions for physical retail and service spaces.We help brands digitize operations, monetize in-store traffic, and improve customer experience.",https://www.kabob.io/,
Kahoona,startup,USA,"After a few moments of user interaction, Kahoona’s AI predicts a user’s purchase probability, pricing level, demographics and other metrics previously obscured. 
Kahoona unlocks the AI predictive approach to user-level hyper-personalization.",www.kahoona.io,
KAI - KNOWLEDGE AI,startup,,"After months or years of testing GenAI, you realize scaling requires clean unstructured data.  KAI automates knowledge management by detecting conflicts, duplicates, and versioning  to help quickly update and optimize your document databases. ",https://k-ai.ai,
KAI - KNOWLEDGEAI,startup,,"After months or years of testing GenAI, you realize scaling requires clean unstructured data.  KAI automates knowledge management by detecting conflicts, duplicates, and versioning  to help quickly update and optimize your document databases. ",https://k-ai.ai,
Kali by Ezacae,startup,,"Premier outil d’audit dédié aux applications low-code, Kali audite la qualité, détecte les optimisations et sécurise vos applications. Notre ambition ? Faire de Kali le standard de qualité pour le low-code.",https://beta-kali.ezacae.com/,
Kallisto AI,startup,,The AI hacking company: AI-Driven Deception for the Autonomous Era.,https://www.kallistoshield.eu/,
Kalysta Actuation,startup,,"KALYSTA is a deeptech start-up creating optimized movements with high force for humanoid robots. Its technology is based on miniaturized and lightweight electrohydraulic components, fully integrated under ROS2 with its control software and electronics.",https://kalysta.tech/page,
KaomX,startup,,"KaomX offers advanced solutions for soft material engineering. Soft materials include biomaterials, technical fluids, pastes or hydrogels, with applications in biotechnology, pharmacy, food and agriculture, energy and robotics.
",https://kaomx.com/,
kapptivate,startup,France,"Kapptivate: AI-powered, no-code test automation for websites and apps. Empower your tech and non-tech teams to ensure seamless digital experiences.
",https://www.kapptivate.com,
KAPSYS,startup,,"Kapsys is a French company that designs innovative and accessible technology for the visually impaired and Blinds, including smartphones and navigation devices, to enhance mobility, independence, and inclusion through smart, user-friendly solutions.",www.kapsys.com,
Karbikes,startup,,Karbikes redefine mobility with its new concept uniting two worlds for a better future.,https://karbikes.com/,
Karlsruhe Institute of Technology (KIT),partner,,"Being “The Research University in the Helmholtz Association”, KIT creates and imparts knowledge for the society and the environment. It is the objective to make significant contributions to the global challenges in the fields of energy, mobility, and information. For this, about 10,000 employees cooperate in a broad range of disciplines in natural sciences, engineering sciences, economics, and the humanities and social sciences. KIT prepares its 22,800 students for responsible tasks in society, industry, and science by offering research-based study programs. Innovation efforts at KIT build a bridge between important scientific findings and their application for the benefit of society, economic prosperity, and the preservation of our natural basis of life. KIT is one of the German universities of excellence.",https://www.kit.edu,
Karomia,startup,,"Karomia develops and delivers innovative ESG reporting software for sustainability leaders, enabling them to create better insights and operate with maximum efficiency, and allowing them to focus on driving corporate transformation towards sustainability.",https://www.karomia.eu,
Kat Innovation,startup,,"We are developing OSTAAT, a first-of-its-kind smart clothing solution that uses low-intensity electrical stimulation to activate ion channels and enhance natural bone formation, offering a non-invasive way to prevent fractures in osteoporosis patients.",http://www.katinnovation.com,
Katalyze AI,startup,Canada,"Katalyze AI is an advanced AI company focused on revolutionizing biomanufacturing processes. Our core competency lies in digitizing the entire biomanufacturing workflow to optimize production yields, streamline operations, and reduce waste.",https://katalyzeai.com/,
Kauz.ai,startup,,"Kauz.ai is a German chatbot pioneer, providing the Kauz aiSuite, a comprehensive AI platform that empowers businesses to tackle 80% of their use cases. The platform makes it easy, secure and scalable to develop AI assistants, AI agents, and AI workplaces.",https://kauz.ai,
Kavaken,startup,,"Kavaken’s SaaS platform uses data to boost asset performance through automation, predictive maintenance, and data-driven support for upgrades, reporting, and transactions.",https://www.kavaken.com/,
Kayrros,startup,France,Kayrros is the world leader in energy and environmental intelligence. We use AI and geoanalytics to turn raw satellite data into actionable insights.,https://www.kayrros.com/ ,
KAYRROS,startup,France,Kayrros is the world leader in energy and environmental intelligence. We use AI and geoanalytics to turn raw satellite data into actionable insights.,https://www.kayrros.com,
Kaz Software,startup,,"Kaz Software is a top-tier software development company with over 20 years of experience, powered by AI and a world-class team of developers in Bangladesh. We cut through the noise, delivering high-quality software, fast, with zero hiring headaches.",https://kaz.com.bd,
KEEP CONTROL,startup,,"KEEP CONTROL is a digital solution ensuring workplace safety by tracking equipment compliance and employee training. We have received several innovation awards at PREVENTICA and EXPOPROTECTION trade fairs, as well as an international HSE Excellence Award ",https://keep-control.fr/,
KELKUN,startup,,"Kelkun, référence de la mise en relation géolocalisée de l'artisanat. Mise en relation direct ou en réseau entre un client BtoB ou BtoC et un artisan. 1er dans son secteur. Il se veut être ""le"" Doctolib du bâtiment. Particulier, assurances, immobilier...",https://www.kelkun.com/,
Keragon,startup,USA,"Keragon is a HIPAA-compliant, no-code automation platform revolutionizing healthcare operations (think Zapier for healthcare). We empower healthcare organizations to connect diverse systems and automate tasks eliminating the need of code.",https://www.keragon.com/,
KERFLOW,startup,,"We leverage immersive technologies to accelerate gait rehabilitation and support bedridden patients on their path to regaining independence. Kerflow integrates multisensory feedback to stimulate cerebral motor regions and enhance patient motivation.
 ",https://www.linkedin.com/company/kerflow,
Kermap,startup,,"Kermap introduces Nimbo, a groundbreaking AI-powered geospatial platform designed for real-time environmental monitoring and land-use analysis. Nimbo leverages vast amounts of space data to provide actionable insights in user-friendly format, worldwide.",https://nimbo.earth,
Kervalion,startup,,"KERVALION develops custom 3D bone grafts for dental surgery, offering a faster, easier, and patient-specific solution for bone regeneration.",https://www.kervalion.com/,
KERYS Software,startup,,"KERYS Software is a software vendor providing secure virtualization tools to mutualize hardware securely for use cases not covered yet: Workstations, HPC, AI (GPU), cloud densification. Reduce your IT infrastructure up to 40% with our virtualization !",https://kerys.software,
kewy.,startup,Germany,"kewy. is a B2B SaaS platform that connects and translates existing Digital Product Passports. As a unifying layer, we help brands comply with EU regulations and make sustainability data scannable, starting with baby wear.",https://kewy.solutions,
Keyros,startup,,"During a crisis, time is your worst enemy... or your best ally. Our software PROJECTIONS helps government agencies and private companies in all stages of risk management so we can take the right decision at the right time.",https://keyros.org,
KEYVEO,startup,,KEYVEO is a startup / Information Technology Consulting expert in Immersive Technologies that has existed for more than 10 years. KEYVEO will present at VIVATECH 2025 2 generic platforms: KVT2® - Virtual Visit Platform & Hub Simerror® - Chamber of Errors.,https://kvt.keyveo.com/tours/681b68dff8e0972a72e5c807/scenes/681b68dff8e0972a72e5c808?turnAround&turnAroundSpeed=0.001,
Khome,startup,,"KHOME - Property intelligence, reimagined

We are a proptech startup coming from the Crédit Agricole Group, reinvents real estate appraisal to support institutional players in all their asset knowledge challenges. ",https://www.khome.immo/,
KIARA INDUSTRIES S.R.L.,startup,,"Kiara Industries helps manufacturers manage, secure, and unlock the value of production data. With our patented solution Kiara Connect ®, data is captured directly from machines, digitally signed at the source, and anchored to the blockchain. ",https://kiara.industries,
KIEFER,partner,,"KIEFER is a leading engineering and energy company driving Greece’s transition to renewable energy and sustainable infrastructure. With deep expertise in photovoltaic systems, energy efficiency, and integrated construction, KIEFER delivers smart, reliable, and environmentally responsible solutions. Embracing digital transformation, KIEFER has also developed two new platforms: Sophea AI, a Greek-language tool that automates complex documentation and workflows, and Hyperion-X, an AI-driven energy trading system that optimizes forecasting and market participation. Combining innovation with proven engineering, KIEFER builds the systems that power the future.
",https://www.kiefer.gr,
Kikleo,startup,,"Kikleo accompagne les restaurants à réduire durablement le gaspillage alimentaire grâce à l'intelligence artificielle. 
- Mesurer avec les outils Kikleo
- Analyser vos données sur la plateforme 
- Réduire grâce à des plans d'action sur-mesure  ",https://kikleo.com,
Kinéis,startup,,"Kinéis est l’opérateur de la 1ère constellation européenne dédiée à l’IoT et fournisseur de connectivité spatiale. Grâce à une constellation de 25 nanosatellites, Kinéis assure une transmission mondiale de données utiles pour des prises de décisions.",https://www.kineis.com/,
Kipsum,startup,,"Kipsum specializes in B2B energy optimization for tertiary and industrial buildings and processes. Our digital twin, integrated with your existing BMS or Kipsum BMS, enables you to save over 15% on energy bills, with an ROI in under a year.
",www.kipsum.fr,
Kiro,startup,,"Kiro helps patients monitor their medical biology, supports healthcare professionals in making relevant prescriptions, and enables hospitals to manage their operations efficiently.",https://www.kiro.bio/,
KISED (Inbound Department),startup,,"KISED, under Korea's Ministry of SMEs and startups, supports global startups entering Korea. It offers resources, expertise, and a dynamic ecosystem to help innovative ventures grow and succeed in Korea's fast-evolving market.",https://www.kised.or.kr/_eng,
KITA (Korea International Trade Association),partner,,"Korea International Trade Association(KITA) is the largest business organization in Korea with over 77,000 member companies. It was founded in 1946 to bolster the Korean economy through global trade. We represent the rights and interests of Korea's business community and serve a diverse range of roles including: providing hands-on support to business, promoting private sector trade cooperation, formulating new trade strategies, nurturing trade professionals and building trade infrastructure.

With a widely established network of 13 regional centers and 15 overseas centers(3 regional divisions) in major cities, KITA has consolidated its position as a leading business organization dedicated to assisting SMEs in gaining overseas market entry, particularly contributing to Korea's recent achievement of 1 trillion dollars in trade volume.",https://kita.org/,
KITOSPHERE,startup,,"Kitosphere develops materials based on a natural biopolymer : chitosan.
Our products eliminate heavy metals from water, as well as nitrates, viruses, and many other pollutants. They also limit the proliferation of bacteria and fungi in the media.",https://www.kitosphere.com,
KIUD Technologies,startup,,"Reusable and circular packaging solution for shipping consumer electronics. Our patent-pending technology transforms textile waste into durable and rigid packaging material, outperforming cardboard with 82% lower CO2 footprint. Reusable up to 20 times!",https://www.kiud.io,
"Kiva Co., Ltd",startup,Japan,"uniweb provides a support tool for the Web Accessibility Standard (WCAG), enabling automatic analysis and implementation of functions by simply adding a single line of tags to a website. Accessibility improvement rates of up to 73.3% and a 99.5% retention",https://hellouniweb.com,
Klaimy,startup,France,"Klaimy is a specialist Medical agent for the insurance sector. Our advanced AI agent specializes in analyzing medical records for health and life insurance. By swiftly interpreting complex medical data, Klaimy streamlines underwriting and claims.",https://www.getklaimy.com,
Klineo,startup,,"Klineo is a digital platform that enables doctors and patients to quickly and easily find relevant clinical trials. Today, more than half of all oncologists in France use Klineo.",https://www.klineo.fr/,
Klipspringer UG,startup,,"Klipspringer’s patented axle-and-spring system turns wheels into stair-climbers, no motors, no bulk. Safer mobility for strollers, rollators, and carts. Simple, eco-friendly, motion-powered. Accessibility, reimagined.",www.klipspringer.eu,
KLS,startup,France,Kls is a software solution that improves the day-to-day life of corporate finance professionals. We enable the front and middle offices of banks and investors to collaboratively manage their corporate finance operations with their customers and partners.,https://www.kls-desk.com/,
